uniprotkb	uniprotkb	proteinName	proteinName	PubmedID	Evidence
Q12888	Q13625	TP53BP1	TP53BP2	NA	STRING score: 886
Q12888	Q13426	TP53BP1	XRCC4	NA	STRING score: 774
Q12888	Q8NEM0	TP53BP1	MCPH1	NA	STRING score: 874
Q12888	Q01094	TP53BP1	E2F1	NA	STRING score: 832
Q12888	P54132	TP53BP1	BLM	NA	STRING score: 781
Q12888	P49917	TP53BP1	LIG4	NA	STRING score: 741
Q12888	P38398	TP53BP1	BRCA1	NA	STRING score: 996
Q12888	P12956	TP53BP1	XRCC6	NA	STRING score: 812
Q12888	P62805	TP53BP1	HIST4H4	NA	STRING score: 874
Q12888	Q6PJP8	TP53BP1	DCLRE1A	NA	STRING score: 872
Q12888	Q9NRG4	TP53BP1	SMYD2	NA	STRING score: 873
Q12888	O76064	TP53BP1	RNF8	NA	STRING score: 984
Q12888	Q5IJ48	TP53BP1	CRB2	NA	STRING score: 864
Q12888	P15927	TP53BP1	RPA2	NA	STRING score: 876
Q12888	P16104	TP53BP1	H2AFX	NA	STRING score: 999
Q12888	Q96RL1	TP53BP1	UIMC1	NA	STRING score: 730
Q12888	Q96SD1	TP53BP1	DCLRE1C	NA	STRING score: 923
Q12888	O15350	TP53BP1	TP73	NA	STRING score: 802
Q12888	O75943	TP53BP1	RAD17	NA	STRING score: 742
Q12888	P62987	TP53BP1	UBA52	NA	STRING score: 873
Q12888	P61956	TP53BP1	SUMO2	NA	STRING score: 874
Q12888	Q00987	TP53BP1	MDM2	NA	STRING score: 796
Q9NRM7	P04637	LATS2	TP53	NA	STRING score: 843
P28360	P04637	MSX1	TP53	NA	STRING score: 932
P36952	P04637	SERPINB5	TP53	NA	STRING score: 995
P22352	P00390	GPX3	GSR	NA	STRING score: 966
P17643	P04637	TYRP1	TP53	NA	STRING score: 916
Q5VTR2	P04637	RNF20	TP53	NA	STRING score: 978
P02812	P04637	PRB2	TP53	NA	STRING score: 712
P04280	P04637	PRB2	TP53	NA	STRING score: 712
P18283	P00390	GPX2	GSR	NA	STRING score: 960
O75909	P04637	CCNK	TP53	NA	STRING score: 910
P18074	P04637	ERCC2	TP53	NA	STRING score: 993
Q9BUJ2	P04637	HNRNPUL1	TP53	NA	STRING score: 962
P63165	P04637	SUMO1	TP53	NA	STRING score: 998
O94763	P04637	C19orf2	TP53	NA	STRING score: 899
Q658P3	P04637	STEAP3	TP53	NA	STRING score: 987
Q8N9N5	P04637	BANP	TP53	NA	STRING score: 976
P11413	P00390	G6PD	GSR	NA	STRING score: 893
P11413	P04637	G6PD	TP53	NA	STRING score: 800
O43663	P04637	PRC1	TP53	NA	STRING score: 818
Q6FI81	P04637	CIAPIN1	TP53	NA	STRING score: 825
P35269	P04637	GTF2F1	TP53	NA	STRING score: 899
Q9NPI1	P04637	BRD7	TP53	NA	STRING score: 845
P24298	P00390	GPT	GSR	NA	STRING score: 732
P09341	P04637	CXCL1	TP53	NA	STRING score: 845
P52657	P04637	GTF2A2	TP53	NA	STRING score: 902
Q8N9B5	P04637	JMY	TP53	NA	STRING score: 897
Q9UNL4	P04637	ING4	TP53	NA	STRING score: 999
Q05086	P04637	UBE3A	TP53	NA	STRING score: 970
Q9NVR2	P04637	INTS10	TP53	NA	STRING score: 899
Q92769	P04637	HDAC2	TP53	NA	STRING score: 864
P09211	P00390	GSTP1	GSR	NA	STRING score: 922
P09211	P04637	GSTP1	TP53	NA	STRING score: 953
O75928	P04637	PIAS2	TP53	NA	STRING score: 868
P47871	P04637	GCGR	TP53	NA	STRING score: 726
Q04206	P04637	RELA	TP53	NA	STRING score: 918
Q04206	Q13625	RELA	TP53BP2	NA	STRING score: 977
Q15717	P04637	ELAVL1	TP53	NA	STRING score: 824
O15315	P04637	RAD51B	TP53	NA	STRING score: 854
Q8N201	P04637	INTS1	TP53	NA	STRING score: 899
Q9NZC7	P04637	WWOX	TP53	NA	STRING score: 996
Q86XR7	P04637	TICAM2	TP53	NA	STRING score: 946
Q9BYW2	P04637	SETD2	TP53	NA	STRING score: 981
Q9H0N0	P04637	RAB6C	TP53	NA	STRING score: 884
P16220	P04637	CREB1	TP53	NA	STRING score: 980
P62987	P04637	UBA52	TP53	NA	STRING score: 834
P62987	Q12888	UBA52	TP53BP1	NA	STRING score: 873
Q96F07	Q53FA7	CYFIP2	TP53I3	NA	STRING score: 820
Q96F07	P04637	CYFIP2	TP53	NA	STRING score: 955
O43189	Q13625	PHF1	TP53BP2	NA	STRING score: 899
P01375	P04637	TNF	TP53	NA	STRING score: 872
Q9BUP3	P04637	HTATIP2	TP53	NA	STRING score: 816
P35372	Q8IXH6	OPRM1	TP53INP2	NA	STRING score: 786
Q9BVP2	P04637	GNL3	TP53	NA	STRING score: 884
P35499	P01241	SCN4A	GH1	NA	STRING score: 892
Q96FX8	P04637	PERP	TP53	NA	STRING score: 978
Q9NV88	P04637	INTS9	TP53	NA	STRING score: 899
Q13838	Q13625	DDX39B	TP53BP2	NA	STRING score: 899
P30291	P04637	WEE1	TP53	NA	STRING score: 718
P61218	P04637	POLR2F	TP53	NA	STRING score: 911
Q9UER7	P04637	DAXX	TP53	NA	STRING score: 988
P29401	P00390	TKT	GSR	NA	STRING score: 786
P40424	P04637	PBX1	TP53	NA	STRING score: 845
P61956	Q12888	SUMO2	TP53BP1	NA	STRING score: 874
Q6W4X9	P04637	MUC6	TP53	NA	STRING score: 769
P07203	P00390	GPX1	GSR	NA	STRING score: 978
P07203	P04637	GPX1	TP53	NA	STRING score: 916
A6NDN3	P04637	GOLGA6B	TP53	NA	STRING score: 815
Q96GC6	P04637	ZNF274	TP53	NA	STRING score: 899
P11388	P04637	TOP2A	TP53	NA	STRING score: 977
P49918	P04637	CDKN1C	TP53	NA	STRING score: 770
Q9H0H0	P04637	INTS2	TP53	NA	STRING score: 899
P23560	P04637	BDNF	TP53	NA	STRING score: 916
Q8NI17	P04637	IL31RA	TP53	NA	STRING score: 802
Q00987	P04637	MDM2	TP53	NA	STRING score: 999
Q00987	Q13625	MDM2	TP53BP2	NA	STRING score: 762
Q00987	Q12888	MDM2	TP53BP1	NA	STRING score: 796
Q1L6U9	P04637	MSMP	TP53	NA	STRING score: 780
P62937	P04637	PPIA	TP53	NA	STRING score: 802
Q99612	P04637	KLF6	TP53	NA	STRING score: 765
Q9UQF0	P01241	ERVW-1	GH1	NA	STRING score: 752
P09210	P00390	GSTA2	GSR	NA	STRING score: 912
